dest,symbol,name,address,origin,sourceAddress,coingeckoId,logo,serumV3Usdc,serumV3Usdt
sol,CRV,Curve DAO Token (Wormhole),7gjNiPun3AzEazTZoFEjZgcBMeuaXdpjHq2raZTmTrfs,eth,0xd533a949740bb3306d119cc777fa900ba034cd52,curve-dao-token,,,
sol,CVX,Convex Token (Wormhole),BLvmrccP4g1B6SpiVvmQrLUDya1nZ4B2D1nm9jzKF7sz,eth,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,convex-finance,,,
sol,ELON,Dogelon Mars (Wormhole),6nKUU36URHkewHg5GGGAgxs6szkE4VTioGUT5txQqJFU,eth,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,dogelon-mars,,,
sol,ENJ,Enjin (Wormhole),EXExWvT6VyYxEjFzF5BrUxt5GZMPVZnd48y3iWrRefMq,eth,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,enjin-coin,,,
sol,ENS,Ethereum Name Service (Wormhole),CLQsDGoGibdNPnVCFp8BAsN2unvyvb41Jd5USYwAnzAg,eth,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ethereum-name-service,,,
sol,FRONT,Frontier Token (Wormhole),A9ik2NrpKRRG2snyTjofZQcTuav9yH3mNVHLsLiDQmYt,eth,0xf8C3527CC04340b208C854E985240c02F7B7793f,frontier,,B95oZN5HCLGmFAhbzReWBA9cuSGPFQAXeuhm2FfpdrML,DZTYyy1L5Pr6DmTtYY5bEuU9g3LQ4XGvuYiN3zS25yG7
sol,FTMet,Fantom Token (Wormhole from Ethereum),8gC27rQF4NEDYfyf5aS8ZmQJUum5gufowKGYRRba4ENN,eth,0x4e15361fd6b4bb609fa63c81a2be19d873717870,fantom,,,
sol,GALA,Gala (Wormhole),AuGz22orMknxQHTVGwAu7e3dJikTJKgcjFwMNDikEKmF,eth,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,gala,,F7WJsoxTWQRmAwAyFe9APmuVv4HqmhchFtdbR9dvAUDm,
sol,GT,GateChainToken (Wormhole),ABAq2R9gSpDDGguQxBk4u13s4ZYW6zbwKVBx15mCMG8,eth,0xe66747a101bff2dba3697199dcce5b743b454759,gatetokenGT,,,
sol,HGET,Hedget (Wormhole),2ueY1bLcPHfuFzEJq7yN1V2Wrpu8nkun9xG2TVCE1mhD,eth,0x7968bc6a03017eA2de509AAA816F163Db0f35148,hedget,,27e1mB6UoPohbc3MmwMXu5QM7b2E3k5Mbhwv6JguwyXg,BdRzTEKb7Qdu4tWts5zXjwcpQErZxEzvShKZ5QcthMag
sol,HXRO,Hxro (Wormhole),HxhWkVpk5NS4Ltg5nij2G671CKXFRKPK8vy271Ub4uEK,eth,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,hxro,,CBb5zXwNRB73WVjs2m21P5prcEZa6SWmej74Vzxh8dRm,3BScwNxtMrEcQ5VTHyXHYQR98dTaxfyXGaLkuSjBY1dW
sol,ICE,IceToken (Wormhole),DiJut4U3CU8b3bRgwfyqtJMJ4wjzJHaX6hudamjH46Km,eth,0xf16e81dce15b08f326220742020379b855b87df9,popsicle-finance,,,
sol,ILV,Illuvium (Wormhole),8UJbtpsEubDVkY53rk7d61hNYKkvouicczB2XmuwiG4g,eth,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,illuvium,,,
sol,KEEP,Keep Network (Wormhole),64L6o4G2H7Ln1vN7AHZsUMW4pbFciHyuwn4wUdSbcFxh,eth,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,keep-network,,,
sol,KP3R,Keep3rV1 (Wormhole),3a2VW9t5N6p4baMW3M6yLH1UJ9imMt7VsyUk6ouXPVLq,eth,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,keep3rv1,,,
sol,LRC,LoopringCoin V2 (Wormhole),HCTVFTzHL21a1dPzKxAUeWwqbE8QMUyvgChFDL4XYoi1,eth,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,loopring,,,
sol,LUA,LuaToken (Wormhole),5Wc4U1ZoQRzF4tPdqKQzBwRSjYe8vEf3EvZMuXgtKUW6,eth,0xb1f66997a5760428d3a87d68b90bfe0ae64121cc,luaswap,,J9imTcEeahZqKuaoQaPcCeSGCMWL8qSACpK4B7bC8NN4,BMJ3CvQZ57cNnuc3Lz5Pb6cW6Sr9kZGz3qz2bJQTE24A
sol,MATH,MATH Token (Wormhole),CaGa7pddFXS65Gznqwp42kBhkJQdceoFVT7AQYo8Jr8Q,eth,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,math,,G8L1YLrktaG1t8YBMJs3CwV96nExvJJCSpw3DARPDjE2,CkvNfATB7nky8zPLuwS9bgcFbVRkQdkd5zuKEovyo9rs
sol,MATICet,Matic (Wormhole from Ethereum),C7NNPWuZCNjZBfW5p6JvGsR8pUdsRpEdP1ZAhnoDwj7h,eth,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,polygon,,,
sol,NXM,Nexus Mutual (Wormhole),Aqs5ydqKXEK2cjotDXxHmk8N9PknqQ5q4ZED4ymY1eeh,eth,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,nexus-mutual,,,
sol,OHM,Olympus (Wormhole),Afe9gSG8NcWicJtC58tUPGWG6pUcdK29d59BJuSAsePJ,eth,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,olympus,,,
sol,PEOPLE,ConstitutionDAO (Wormhole),CobcsUrt3p91FwvULYKorQejgsm5HoQdv5T8RUZ6PnLA,eth,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,constitutiondao,,,
sol,PERP,Perpetual (Wormhole),9BsnSWDPfbusseZfnXyZ3un14CyPMZYvsKjWY3Y8Gbqn,eth,0xbC396689893D065F41bc2C6EcbeE5e0085233447,perpetual-protocol,,Ao8HgYFCT2BJHxSusZbpJCPhvFMFXZApqN2uy2trbQRa,5EoZqJZrmKmq1yeRkYAerbJhcs92DZbCtW86EhPYCio2
sol,RGT,Rari Governance Token (Wormhole),ASk8bss7PoxfFVJfXnSJepj9KupTX15QaRnhdjs6DdYe,eth,0xd291e7a03283640fdc51b121ac401383a46cc623,rari-governance-token,,,
sol,RPL,Rocket Pool (Wormhole),HUCyuyqESEUV4YWTKFvvB4JiQLqoovscTBpRXfGzW4Wx,eth,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,rocket-pool,,,
sol,SLP,Smooth Love Potion (Wormhole),4hpngEp1v3CXpeKB81Gw4sv7YvwUVRKvY3SGag9ND8Q4,eth,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,smooth-love-potion,,,
sol,SNX,Synthetix Network Token (Wormhole),8cTNUtcV2ueC3royJ642uRnvTxorJAWLZc58gxAo7y56,eth,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,synthetix-network-token,,,
sol,SOS,SOS (Wormhole),6Q5fvsJ6kgAFmisgDqqyaFd9FURYzHf8MCUbpAUaGZnE,eth,0x3b484b82567a09e2588a13d54d032153f0c0aee0,opendao,,,
sol,SPELL,Spell Token (Wormhole),BCsFXYm81iqXyYmrLKgAp3AePcgLHnirb8FjTs6sjM7U,eth,0x090185f2135308bad17527004364ebcc2d37e5f6,spell-token,,,
sol,SWAG,Swag Token (Wormhole),5hcdG6NjQwiNhVa9bcyaaDsCyA1muPQ6WRzQwHfgeeKo,eth,0x87eDfFDe3E14c7a66c9b9724747a1C5696b742e6,swag-finance,,wSkeLMv3ktJyLm51bvQWxY2saGKqGxbnUFimPxbgEvQ,6URQ4zFWvPm1fhJCKKWorrh8X3mmTFiDDyXEUmSf8Rb2
sol,SXP,Swipe (Wormhole),3CyiEDRehaGufzkpXJitCP5tvh7cNhRqd9rPBxZrgK5z,eth,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,swipe,,G5F84rfqmWqzZv5GBpSn8mMwW8zJ2B4Y1GpGupiwjHNM,2FQbPW1ticJz2SMMbEXxbKWJKmw1wLc6ggSP2HyzdMen
sol,TOKE,Tokemak (Wormhole),3EQ6LqLkiFcoxTeGEsHMFpSLWNVPe9yT7XPX2HYSFyxX,eth,0x2e9d63788249371f1dfc918a52f8d799f4a38c94,tokemak,,,
sol,TRIBE,Tribe (Wormhole),DPgNKZJAG2w1S6vfYHDBT62R4qrWWH5f45CnxtbQduZE,eth,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,tribe,,,
sol,UBXT,UpBots (Wormhole),FTtXEUosNn6EKG2SQtfbGuYB4rBttreQQcoWn1YDsuTq,eth,0x8564653879a18C560E7C0Ea0E084c516C62F5653,upbots,,Hh4p7tJpqkGW6xsHM2LiPPMpJg43fwn5TbmVmfrURdLY,5xhjc3ZtAwnBK3qsaro28VChL7WrxY9N4SG6UZpYxpGc
sol,UFO,UFO Gaming (Wormhole),GWdkYFnXnSJAsCBvmsqFLiPPe2tpvXynZcJdxf11Fu3U,eth,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,ufo-gaming,,,
sol,YGG,Yield Guild Games Token (Wormhole),EzZp7LRN1xwu3QsB2RJRrWwEGjJGsuWzuMCeQDB3NSPK,eth,0x25f8087ead173b73d6e8b84329989a8eea16cf73,yield-guild-games,,,
sol,ZRX,ZRX (Wormhole),GJa1VeEYLTRoHbaeqcxfzHmjGCGtZGF3CUqxv9znZZAY,eth,0xe41d2489571d322189246dafa5ebde1f4699f498,0x,,,
sol,MATICpo,MATIC (Wormhole from Polygon),Gz7VkD4MacbEB6yC5XD3HcumEiYx2EtDYYrfikGsvopG,matic,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,polygon,https://polygonscan.com/token/images/wMatic_32.png,5WRoQxE59966N2XfD2wYy1uhuyKeoVJ9NBMH6r6RNYEF,
sol,USDCpo,USD Coin (PoS) (Wormhole from Polygon),E2VmbootbVCBkMNNxKQgCLMS1X3NoGMaYAsufaAsf7M,matic,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
sol,USDTpo,Tether USD (PoS) (Wormhole from Polygon),5goWRao6a3yNC4d6UjMdQxonkCMvKBwdpubU3qhfcdf1,matic,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1/logo.png,,
sol,DAIpo,Dai Stablecoin (Wormhole from Polygon),4Fo67MYQpVhZj9R7jQTd63FPAnWbPpaafAUxsMGX2geP,matic,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,dai,,,
sol,QUICK,Quickswap (Wormhole),5njTmK53Ss5jkiHHZvzabVzZj6ztu6WYWpAPYgbVnbjs,matic,0x831753dd7087cac61ab5644b308642cc1c33dc13,quickswap,,,
sol,ROSE,ROSE (Wormhole),5jcSAr8zge9gvX9tPoG6YDpM74EASn1kk9o11ZFxahDx,oasis,0xE4F5F5910b347A5AEFd12745a98eEEA97F69180e,oasis-network,https://assets.coingecko.com/coins/images/13162/small/rose.png,,
sol,UST,UST (Wormhole),9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,terra,uusd,terra-usd,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i/logo.png,,
sol,LUNA,LUNA (Wormhole),F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,terra,uluna,terra-luna,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W/logo.png,HBTu8hNaoT3VyiSSzJYa8jwt9sDGKtJviSwFa11iXdmE,
eth,AVAX,AVAX (Wormhole),0x85f138bfEE4ef8e540890CFb48F620571d67Eda3,avax,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,avalanche,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE/logo.png,E8JQstcwjuqN5kdMyUJLNuaectymnhffkvfg1j286UCr,
eth,BNB,Binance Coin (Wormhole),0x418D75f65a02b3D53B2418FB8E1fe493759c7605,bsc,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,binance-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa/logo.png,4UPUurKveNEJgBqJzqHPyi8DhedvpYsMXi7d43CjAg2f,FjbKNZME5yVSC1R3HJM99kB3yir3q3frS5MteMFD72sV
eth,BUSDbs,Binance USD (Wormhole from BSC),0x7B4B0B9b024109D182dCF3831222fbdA81369423,bsc,0xe9e7cea3dedca5984780bafc599bd69add087d56,binance-usd,https://etherscan.io/token/images/binanceusd_32.png,,
eth,CAKE,PancakeSwap Token (Wormhole),0x7c8161545717a334f3196e765d9713f8042EF338,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,pancakeswap,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/J8LKx7pr9Zxh9nMhhT7X3EBmj5RzuhFrHKyJAe2F2i9S/logo.png,,
eth,USDCbs,USD Coin (Wormhole from BSC),0x7cd167B101D2808Cfd2C45d17b2E7EA9F46b74B6,bsc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
eth,USDTbs,Tether USD (Wormhole from BSC),0xDe60aDfDdAAbaAAC3dAFa57B26AcC91Cb63728c4,bsc,0x55d398326f99059fF775485246999027B3197955,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,,
eth,MATICpo,MATIC (Wormhole from Polygon),0x7c9f4C87d911613Fe9ca58b579f737911AAD2D43,matic,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,polygon,https://polygonscan.com/token/images/wMatic_32.png,5WRoQxE59966N2XfD2wYy1uhuyKeoVJ9NBMH6r6RNYEF,
eth,USDCpo,USD Coin (PoS) (Wormhole from Polygon),0x566957eF80F9fd5526CD2BEF8BE67035C0b81130,matic,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
eth,ATLAS,Star Atlas (Wormhole),0xb9F747162AB1E95d07361f9048BcDF6eDdA9eEA7,sol,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,star-atlas,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx/logo.png,,
eth,RAY,Raydium (Wormhole),0xE617dd80c621a5072bD8cBa65E9d76c07327004d,sol,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,raydium,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R/logo.png,,
eth,SOL,SOL (Wormhole),0xD31a59c85aE9D8edEFeC411D448f90841571b89c,sol,So11111111111111111111111111111111111111112,solana,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/So11111111111111111111111111111111111111112/logo.png,,
eth,SRMso,Serum (Wormhole from Solana),0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,sol,SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,serum,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xnorPhAzWXUczCP3KjU5yDxmKKZi5cSbxytQ1LgE3kG/logo.png,,
eth,USDCso,USD Coin (Wormhole from Solana),0x41f7B8b9b897276b7AAE926a9016935280b44E97,sol,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
eth,USDTso,Tether USD (Wormhole from Solana),0x1CDD2EaB61112697626F7b4bB0e23Da4FeBF7B7C,sol,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,,
eth,mSOL,Marinade staked SOL (Wormhole),0x756bFb452cFE36A5Bc82e4F5f4261A89a18c242b,sol,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,marinade-staked-sol,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So/logo.png,,
eth,UST,UST (Wormhole),0xa693B19d2931d498c5B318dF961919BB4aee87a5,terra,uusd,terra-usd,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i/logo.png,,
eth,LUNA,LUNA (Wormhole),0xbd31ea8212119f94a611fa969881cba3ea06fa3d,terra,uluna,terra-luna,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W/logo.png,HBTu8hNaoT3VyiSSzJYa8jwt9sDGKtJviSwFa11iXdmE,
bsc,AVAX,AVAX (Wormhole),0x96412902aa9aFf61E13f085e70D3152C6ef2a817,avax,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,avalanche,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE/logo.png,E8JQstcwjuqN5kdMyUJLNuaectymnhffkvfg1j286UCr,
bsc,AXSet,Axie Infinity Shard (Wormhole from Ethereum),0x556b60c53fbC1518Ad17E03d52E47368dD4d81B3,eth,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,axie-infinity,https://etherscan.io/token/images/axieinfinityshard_32.png,,
bsc,BUSDet,Binance USD (Wormhole from Ethereum),0x035de3679E692C471072d1A09bEb9298fBB2BD31,eth,0x4fabb145d64652a948d72533023f6e7a623c7c53,binance-usd,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/33fsBLA8djQm82RpHmE3SuVrPGtZBWNYExsEUeKX1HXX/logo.png,,
bsc,DAI,DAI (Wormhole),0x3413a030EF81a3dD5a302F4B4D11d911e12ed337,eth,0x6b175474e89094c44da98b954eedeac495271d0f,dai,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xnorPhAzWXUczCP3KjU5yDxmKKZi5cSbxytQ1LgE3kG/logo.png,,
bsc,ETH,Ether (Wormhole),0x4DB5a66E937A9F4473fA95b1cAF1d1E1D62E29EA,eth,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs/logo.png,8Gmi2HhZmwQPVdCwzS7CM66MGstMXPcTVHA7jF19cLZz,ch7kmPrtoQUSEPBggcNAvLGiMQkJagVwd3gDYfd8m7Q
bsc,FTT,FTX Token (Wormhole),0x49BA054B9664e99ac335667a917c63bB94332E84,eth,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,ftx-token,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EzfgjvkSwthhgHaceR3LnKXUoRkP6NUhfghdaHAj1tUv/logo.png,2wteg25ch227n4Rh1CN4WNrDZXBpRBpWJ48mEC2K7f4r,BoHojHESAv4McZx9gXd1bWTZMq25JYyGz4qL1m5C3nvk
bsc,LDO,Lido DAO (Wormhole),0x986854779804799C1d68867F5E03e601E781e41b,eth,0x5a98fcbea516cf06857215779fd812ca3bef1b32,lido-dao,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HZRCwxP2Vq9PCpPXooayhJ2bxTpo5xfpQrwB1svh332p/logo.png,,
bsc,ORION,Orion Money (Wormhole from Ethereum),0x3dcB18569425930954feb191122e574b87F66abd,eth,0x727f064a78dc734d33eec18d5370aef32ffd46e4,orion-money,https://assets.coingecko.com/coins/images/18630/small/YtrqPIWc.png,,
bsc,SHIB,Shiba Inu (Wormhole),0xb1547683DA678f2e1F003A780143EC10Af8a832B,eth,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,shiba-inu,https://etherscan.io/token/images/shibatoken_32.png,,
bsc,SRMet,Serum (Wormhole from Ethereum),0xd63CDf02853D759831550fAe7dF8FFfE0B317b39,eth,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,serum,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xnorPhAzWXUczCP3KjU5yDxmKKZi5cSbxytQ1LgE3kG/logo.png,,
bsc,SUSHI,SushiToken (Wormhole),0x3524fd7488fdb1F4723BBc22C9cbD1Bf89f46E3B,eth,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,sushi,https://etherscan.io/token/images/sushitoken_32.png,3uWVMWu7cwMnYMAAdtsZNwaaqeeeZHARGZwcExnQiFay,T3aC6qcPAJtX1gqkckfSxBPdPWziz5fLYRt5Dz3Nafq
bsc,USDCet,USD Coin (Wormhole from Ethereum),0xB04906e95AB5D797aDA81508115611fee694c2b3,eth,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
bsc,USDTet,Tether USD (Wormhole from Ethereum),0x524bC91Dc82d6b90EF29F76A3ECAaBAffFD490Bc,eth,0xdac17f958d2ee523a2206206994597c13d831ec7,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,,
bsc,MATICpo,MATIC (Wormhole from Polygon),0xc836d8dC361E44DbE64c4862D55BA041F88Ddd39,matic,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,polygon,https://polygonscan.com/token/images/wMatic_32.png,5WRoQxE59966N2XfD2wYy1uhuyKeoVJ9NBMH6r6RNYEF,
bsc,USDCpo,USD Coin (PoS) (Wormhole from Polygon),0x672147dD47674757C457eB155BAA382cc10705Dd,matic,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
bsc,ROSE,ROSE (Wormhole),0x7de61B4a5EFf7dDc7d249971f0b9f60727CA2bb8,oasis,0xE4F5F5910b347A5AEFd12745a98eEEA97F69180e,oasis-network,https://assets.coingecko.com/coins/images/13162/small/rose.png,,
bsc,ATLAS,Star Atlas (Wormhole),0x83850D97018f665EB746FBb8f18351e977d1b0D6,sol,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,star-atlas,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx/logo.png,,
bsc,AURY,Aurory (Wormhole),0xF5a367b7809e5683538C93Ce638B9258A0B88271,sol,AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP,aurory,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP/logo.png,,
bsc,RAY,Raydium (Wormhole),0x13b6A55662f6591f8B8408Af1C73B017E32eEdB8,sol,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,raydium,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R/logo.png,,
bsc,SBR,Saber (Wormhole),0x75344E5693ed5ecAdF4f292fFeb866c2cF8afCF1,sol,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,saber,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1/logo.svg,,
bsc,SOL,SOL (Wormhole),0xfA54fF1a158B5189Ebba6ae130CEd6bbd3aEA76e,sol,So11111111111111111111111111111111111111112,solana,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/So11111111111111111111111111111111111111112/logo.png,,
bsc,SRMso,Serum (Wormhole from Solana),0x12BeffdCEcb547640DC30e1495E4B9cdc21922b4,sol,SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,serum,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xnorPhAzWXUczCP3KjU5yDxmKKZi5cSbxytQ1LgE3kG/logo.png,,
bsc,USDCso,USD Coin (Wormhole from Solana),0x91Ca579B0D47E5cfD5D0862c21D5659d39C8eCf0,sol,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
bsc,USDTso,Tether USD (Wormhole from Solana),0x49d5cC521F75e13fa8eb4E89E9D381352C897c96,sol,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,,
bsc,UST,UST (Wormhole),0x3d4350cD54aeF9f9b2C29435e0fa809957B3F30a,terra,uusd,terra-usd,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i/logo.png,,
bsc,LUNA,LUNA (Wormhole),0x156ab3346823B651294766e23e6Cf87254d68962,terra,uluna,terra-luna,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W/logo.png,HBTu8hNaoT3VyiSSzJYa8jwt9sDGKtJviSwFa11iXdmE,
terra,AVAX,AVAX (Wormhole),terra1hj8de24c3yqvcsv9r8chr03fzwsak3hgd8gv3m,avax,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,avalanche,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE/logo.png,E8JQstcwjuqN5kdMyUJLNuaectymnhffkvfg1j286UCr,
terra,USDCav,USD Coin (Wormhole from Avalanche),terra1pvel56a2hs93yd429pzv9zp5aptcjg5ulhkz7w,avax,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,,
